"Gene_ID","log2FoldChange","adjusted.P.Value","external_gene_name","description","omykiss_paralog_associated_gene_name","omykiss_paralog_subtype","Regulation"
"ENSOMYG00000000729",-3.08154898923326,0.0214146115369129,NA,NA,NA,"Oncorhynchus mykiss","DOWN"
"ENSOMYG00000000729",-3.08154898923326,0.0214146115369129,NA,NA,NA,"Salmoninae","DOWN"
"ENSOMYG00000000729",-3.08154898923326,0.0214146115369129,NA,NA,NA,"Euteleostomi","DOWN"
"ENSOMYG00000000849",1.41674388764471,4.6968483118567e-05,NA,NA,NA,NA,"UP"
"ENSOMYG00000000868",-1.41899451032681,0.0143586693928144,NA,NA,NA,"Salmoninae","DOWN"
"ENSOMYG00000000868",-1.41899451032681,0.0143586693928144,NA,NA,NA,"Opisthokonta","DOWN"
"ENSOMYG00000000868",-1.41899451032681,0.0143586693928144,NA,NA,"bub1bb","Opisthokonta","DOWN"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab25b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]",NA,"Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab34a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB34","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11ba","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rb11a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab32a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab32b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3aa","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3ab","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3c","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB3C","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB17","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab13","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5aa","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5ab","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB11A","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB38","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab33a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rabl2","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab20","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab40c","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab8a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab9b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab36","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB28","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","zgc:162171","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab38c","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB5C","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5c","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11bb","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab6bb","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab6ba","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","dnajc27","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab12","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab30","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab18a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab5b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","si:dkey-16l2.16","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab43","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB9A","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB27A","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab3db","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab22a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab4b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab42a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB27B","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab33ba","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab23","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab40b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB31","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB24","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab24","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab2a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab41","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab6a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab35b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab15","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab7b","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","RAB7A","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab7a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab4a","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rasef2","Opisthokonta","UP"
"ENSOMYG00000000878",1.04913972024353,0.0352504884125278,"rab11al","RAB11a, member RAS oncogene family, like [Source:ZFIN;Acc:ZDB-GENE-031118-188]","rab11al","Salmoninae","UP"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]","wt-t1a","Salmoninae","DOWN"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]","wt1b","Gnathostomata","DOWN"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]",NA,"Opisthokonta","DOWN"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]","egr3","Opisthokonta","DOWN"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]","EGR2","Opisthokonta","DOWN"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]","egr2b","Opisthokonta","DOWN"
"ENSOMYG00000000994",-1.8469530254871,0.00502093704072049,"wt-t1b","WT1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-980526-558]","egr1","Opisthokonta","DOWN"
"ENSOMYG00000001039",-1.22186251991954,0.0182033029734933,"plin3","perilipin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7218]","plin3","Salmoninae","DOWN"
"ENSOMYG00000001039",-1.22186251991954,0.0182033029734933,"plin3","perilipin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7218]",NA,"Vertebrata","DOWN"
"ENSOMYG00000001039",-1.22186251991954,0.0182033029734933,"plin3","perilipin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7218]","plin6","Vertebrata","DOWN"
"ENSOMYG00000001219",-2.35912442101705,7.86545595233462e-07,"gins1","GINS complex subunit 1 (Psf1 homolog) [Source:ZFIN;Acc:ZDB-GENE-041010-184]",NA,NA,"DOWN"
"ENSOMYG00000001306",-1.31963421046514,0.00234745682938114,"phf19","PHD finger protein 19 [Source:ZFIN;Acc:ZDB-GENE-081105-128]","phf19","Salmoninae","DOWN"
"ENSOMYG00000001306",-1.31963421046514,0.00234745682938114,"phf19","PHD finger protein 19 [Source:ZFIN;Acc:ZDB-GENE-081105-128]",NA,"Gnathostomata","DOWN"
"ENSOMYG00000001306",-1.31963421046514,0.00234745682938114,"phf19","PHD finger protein 19 [Source:ZFIN;Acc:ZDB-GENE-081105-128]","mtf2","Gnathostomata","DOWN"
"ENSOMYG00000001373",-1.68187940131196,1.01674204931315e-05,NA,NA,NA,"Salmoninae","DOWN"
"ENSOMYG00000001673",2.65582247063522,8.606306687446e-05,"tmem269","transmembrane protein 269 [Source:ZFIN;Acc:ZDB-GENE-090313-227]","tmem269","Salmoninae","UP"
"ENSOMYG00000001673",2.65582247063522,8.606306687446e-05,"tmem269","transmembrane protein 269 [Source:ZFIN;Acc:ZDB-GENE-090313-227]","cdipt","Opisthokonta","UP"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm6l","Vertebrata","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm5","Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm2","Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm3","Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm3l","Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,NA,"Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"MCMDC2","Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm9","Opisthokonta","DOWN"
"ENSOMYG00000001753",-1.73360055438131,4.38125075135145e-07,NA,NA,"mcm4","Opisthokonta","DOWN"
"ENSOMYG00000001782",-1.09097607094747,0.000137036154682303,NA,NA,"phgdh","Salmoninae","DOWN"
"ENSOMYG00000001782",-1.09097607094747,0.000137036154682303,NA,NA,NA,"Opisthokonta","DOWN"
"ENSOMYG00000001782",-1.09097607094747,0.000137036154682303,NA,NA,"CTBP1","Opisthokonta","DOWN"
"ENSOMYG00000001782",-1.09097607094747,0.000137036154682303,NA,NA,"zgc:136493","Opisthokonta","DOWN"
"ENSOMYG00000001782",-1.09097607094747,0.000137036154682303,NA,NA,"ctbp2a","Opisthokonta","DOWN"
"ENSOMYG00000001782",-1.09097607094747,0.000137036154682303,NA,NA,"CTBP2","Opisthokonta","DOWN"
"ENSOMYG00000001986",-1.46398530231316,0.00840776745204733,NA,NA,NA,"Salmoninae","DOWN"
"ENSOMYG00000001986",-1.46398530231316,0.00840776745204733,NA,NA,"prc1b","Osteoglossocephalai","DOWN"
"ENSOMYG00000001986",-1.46398530231316,0.00840776745204733,NA,NA,"zgc:86764","Gnathostomata","DOWN"
"ENSOMYG00000001999",-1.90224133944367,0.00142382163298045,NA,NA,"lemd3","Opisthokonta","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmgb3a","Salmoninae","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmgb3b","Osteoglossocephalai","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]",NA,"Vertebrata","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmgb2b","Vertebrata","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]",NA,"Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmgb1b","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","ssrp1a","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","SMARCE1","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","tox3","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","tox","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmgb2a","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmgxb4a","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","tox2","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","hmg20b","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","tox4b","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","tox4a","Bilateria","DOWN"
"ENSOMYG00000002209",-1.48344871545742,0.0305257199887399,"hmgb3a","high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]","ubtf","Bilateria","DOWN"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,NA,"Salmoninae","UP"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,NA,"Clupeocephala","UP"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,"FILIP1","Gnathostomata","UP"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,"luzp1","Vertebrata","UP"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,NA,"Vertebrata","UP"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,"cttnbp2nlb","Bilateria","UP"
"ENSOMYG00000002278",1.66608561863554,3.07922726659058e-05,NA,NA,"cttnbp2nla","Bilateria","UP"
"ENSOMYG00000002443",-1.84105234880181,0.0483828094637837,NA,NA,NA,"Bilateria","DOWN"
"ENSOMYG00000002443",-1.84105234880181,0.0483828094637837,NA,NA,NA,"Salmoninae","DOWN"
"ENSOMYG00000002596",1.2664817204962,0.0231839884260038,"serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:ZFIN;Acc:ZDB-GENE-070912-60]","serpine1","Salmoninae","UP"
"ENSOMYG00000002596",1.2664817204962,0.0231839884260038,"serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:ZFIN;Acc:ZDB-GENE-070912-60]",NA,"Bilateria","UP"
"ENSOMYG00000002596",1.2664817204962,0.0231839884260038,"serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:ZFIN;Acc:ZDB-GENE-070912-60]","serpinf2","Bilateria","UP"
"ENSOMYG00000002596",1.2664817204962,0.0231839884260038,"serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 [Source:ZFIN;Acc:ZDB-GENE-070912-60]","serpinf2a","Bilateria","UP"
